time,pitch_1 (°),roll_1 (°),range_1 (mm),pitch_2 (°),roll_2 (°),range_2 (mm)
2025/4/14 12:03:45,36.07,-12.21,13,75.33,-18.01,4
2025/4/14 12:03:48,35.99,-12.53,12,75.32,-17.69,5
2025/4/14 12:03:51,36.19,-12.88,11,75.3,-18.22,3
2025/4/14 12:03:54,36.01,-12.37,12,75.17,-18.06,4
2025/4/14 12:03:57,36.08,-12.44,14,75.32,-17.9,6
2025/4/14 12:04:00,36.05,-12.48,12,75.32,-17.86,4
2025/4/14 12:04:03,35.99,-12.31,12,75.31,-18.01,3
2025/4/14 12:04:06,36.09,-12.4,14,75.36,-17.89,2
2025/4/14 12:04:09,35.95,-12.44,12,75.34,-18.17,2
2025/4/14 12:04:12,36.18,-12.49,14,75.37,-18.17,4
2025/4/14 12:04:15,36.03,-12.35,12,75.33,-18.08,3
2025/4/14 12:04:18,35.95,-12.6,13,75.24,-18.12,4
2025/4/14 12:04:21,36.11,-12.26,11,75.25,-18.17,2
2025/4/14 12:04:24,36.07,-12.29,11,75.25,-18.37,3
2025/4/14 12:04:27,36.07,-12.51,11,75.32,-17.98,4
2025/4/14 12:04:30,36.07,-12.5,12,75.24,-17.95,5
2025/4/14 12:04:33,36.13,-12.22,13,75.15,-18.01,3
2025/4/14 12:04:36,35.97,-12.39,11,75.22,-18.18,6
2025/4/14 12:04:39,36.08,-12.27,12,75.08,-18.04,6
2025/4/14 12:04:42,35.99,-12.41,13,75.23,-18.16,5
2025/4/14 12:04:45,36.1,-12.6,10,75.31,-18.18,2
2025/4/14 12:04:48,36.04,-12.38,11,75.17,-18.03,3
2025/4/14 12:04:51,36.09,-12.46,12,75.43,-18.28,2
2025/4/14 12:04:54,36.05,-12.4,11,75.14,-17.79,4
2025/4/14 12:04:57,35.99,-12.33,13,75.12,-17.88,4
2025/4/14 12:05:00,36.04,-12.37,11,75.32,-17.63,4
2025/4/14 12:05:03,36.06,-12.45,12,75.29,-17.86,4
2025/4/14 12:05:06,36.18,-12.29,11,75.25,-18.15,2
2025/4/14 12:05:09,36.23,-12.64,13,75.26,-17.36,1
2025/4/14 12:05:12,36.08,-12.34,13,75.17,-17.79,3
2025/4/14 12:05:15,35.95,-12.39,12,75.24,-17.75,2
2025/4/14 12:05:18,36.06,-12.26,12,75.18,-18.04,3
2025/4/14 12:05:21,36.16,-12.06,12,75.29,-18.09,6
2025/4/14 12:05:24,36.04,-12.34,11,75.19,-17.66,3
2025/4/14 12:05:27,36.01,-12.38,11,75.24,-17.93,3
2025/4/14 12:05:30,36.13,-12.79,12,75.35,-17.88,5
2025/4/14 12:05:33,36.03,-12.31,13,75.3,-17.76,5
2025/4/14 12:05:36,36.03,-12.44,15,75.25,-17.97,1
2025/4/14 12:05:39,36.13,-12.33,12,75.19,-17.95,3
2025/4/14 12:05:42,36.28,-12.5,14,74.88,-18,5
2025/4/14 12:05:45,35.87,-12.52,10,75.48,-16.63,3
2025/4/14 12:05:48,36.07,-12.32,12,75.27,-17.71,5
2025/4/14 12:05:51,36.04,-12.33,12,75.26,-17.49,4
2025/4/14 12:05:54,36.05,-12.01,12,75.25,-17.71,2
2025/4/14 12:05:57,35.97,-12.36,12,75.25,-17.96,4
2025/4/14 12:06:00,35.94,-12.4,13,75.26,-18.12,5
2025/4/14 12:06:03,36.14,-12.35,10,75.27,-18.03,4
2025/4/14 12:06:06,35.9,-12.39,10,75.33,-17.86,2
2025/4/14 12:06:09,36.24,-11.81,13,75.31,-18.02,3
2025/4/14 12:06:12,36.03,-12.3,12,75.23,-17.97,2
2025/4/14 12:06:15,36.07,-12.49,12,75.26,-17.97,5
2025/4/14 12:06:18,35.99,-12.41,13,75.24,-17.74,2
2025/4/14 12:06:21,36.04,-12.37,12,75.99,-17.97,4
2025/4/14 12:06:24,35.98,-12.4,11,75.19,-17.98,1
2025/4/14 12:06:27,35.97,-12.41,12,75.32,-17.72,3
2025/4/14 12:06:33,35.95,-12.36,12,75.21,-17.8,5
2025/4/14 12:06:36,36.02,-12.43,11,75.26,-17.82,5
2025/4/14 12:06:39,36.17,-12.41,12,75.4,-18.02,4
2025/4/14 12:06:42,36.04,-12.5,12,75.31,-17.82,5
2025/4/14 12:06:45,36.12,-12.37,13,75.38,-18.04,6
2025/4/14 12:06:48,35.95,-12.49,12,75.26,-17.74,7
2025/4/14 12:06:51,35.99,-12.51,11,75.36,-17.97,4
2025/4/14 12:06:54,35.85,-12.38,12,75.14,-17.82,4
2025/4/14 12:06:57,36.07,-12.52,12,75.19,-17.86,4
2025/4/14 12:07:00,36.09,-12.62,12,75.27,-17.65,3
2025/4/14 12:07:03,35.96,-12.42,11,75.25,-17.61,4
2025/4/14 12:07:06,36.08,-12.41,12,75.19,-17.88,1
2025/4/14 12:07:09,35.94,-12.69,12,75.24,-17.72,3
2025/4/14 12:07:12,36.05,-12.3,12,75.31,-17.93,2
2025/4/14 12:07:15,36.09,-12.49,12,75.36,-17.77,2
2025/4/14 12:07:18,35.96,-12.46,12,75.24,-17.66,5
2025/4/14 12:07:21,36.07,-12.39,11,75.29,-18.13,4
2025/4/14 12:07:24,35.99,-12.33,13,75.28,-18.48,3
2025/4/14 12:07:27,35.93,-12.33,13,75.35,-17.91,3
2025/4/14 12:07:30,35.95,-12.51,12,75.25,-18.07,3
2025/4/14 12:07:33,35.98,-12.28,12,75.26,-18.07,2
2025/4/14 12:07:36,36.01,-12.53,12,75.23,-17.94,5
2025/4/14 12:07:39,35.94,-12.43,11,75.28,-18.13,4
2025/4/14 12:07:42,36.05,-12.52,12,75.33,-17.76,1
2025/4/14 12:07:45,36.04,-12.49,11,75.23,-18.13,0
2025/4/14 12:07:48,35.94,-12.4,12,75.26,-18.33,3
2025/4/14 12:07:54,35.93,-12.43,11,75.34,-18.19,4
2025/4/14 12:07:57,35.93,-12.44,10,75.13,-18.21,4
2025/4/14 12:08:00,36.08,-12.4,12,75.34,-17.78,4
2025/4/14 12:08:03,35.98,-12.36,12,75.18,-17.8,2
2025/4/14 12:08:06,36.02,-12.28,13,75.23,-17.92,5
2025/4/14 12:08:09,36.13,-12.33,11,75.18,-17.62,4
2025/4/14 12:08:12,36.07,-12.27,11,75.24,-17.97,4
2025/4/14 12:08:15,36.15,-12.43,11,75.24,-17.77,3
2025/4/14 12:08:18,36.02,-12.39,11,75.19,-18.2,4
2025/4/14 12:08:21,36.06,-12.57,12,75.24,-17.99,3
2025/4/14 12:08:24,36.09,-12.28,13,75.29,-17.89,5
2025/4/14 12:08:27,36.02,-12.47,13,75.27,-18.22,4
2025/4/14 12:08:30,36.06,-12.39,12,75.21,-18.04,3
2025/4/14 12:08:33,36.09,-12.24,12,75.29,-18.02,4
2025/4/14 12:08:36,36.11,-12.36,12,75.25,-17.87,2
2025/4/14 12:08:39,36.06,-12.42,12,75.14,-17.81,5
2025/4/14 12:08:42,35.99,-12.3,11,75.18,-17.7,5
2025/4/14 12:08:45,36.11,-12.32,12,75.25,-18.01,4
2025/4/14 12:08:48,36.06,-12.28,13,75.32,-17.85,0
2025/4/14 12:08:51,35.96,-12.44,13,75.27,-17.38,4
2025/4/14 12:08:54,36.09,-12.51,11,75.24,-17.72,1
2025/4/14 12:08:57,36.02,-12.52,14,75.25,-17.88,4
2025/4/14 12:09:00,36.15,-12.47,13,75.22,-17.79,5
2025/4/14 12:09:03,36.08,-12.58,13,75.21,-17.61,4
2025/4/14 12:09:06,35.95,-12.49,12,75.19,-17.6,3
2025/4/14 12:09:09,35.96,-12.44,14,75.2,-17.54,3
2025/4/14 12:09:12,36.03,-12.35,12,75.19,-18.06,6
2025/4/14 12:09:15,35.97,-12.51,12,75.3,-17.85,4
2025/4/14 12:09:18,36.02,-12.32,12,75.25,-17.78,3
2025/4/14 12:09:21,36.04,-12.49,12,75.26,-17.55,3
2025/4/14 12:09:24,35.97,-12.33,12,75.33,-17.92,2
2025/4/14 12:09:27,36.06,-12.35,10,75.34,-17.96,3
2025/4/14 12:09:30,36,-12.39,14,75.23,-17.97,3
2025/4/14 12:09:33,35.99,-12.39,13,75.28,-17.76,3
2025/4/14 12:09:36,35.91,-12.44,13,75.23,-18.02,5
2025/4/14 12:09:39,35.9,-12.29,12,75.24,-17.86,3
2025/4/14 12:09:45,35.93,-12.38,14,75.31,-18.03,3
2025/4/14 12:09:48,36.01,-12.38,13,75.24,-17.97,2
2025/4/14 12:09:51,36.07,-12.47,12,75.28,-17.77,2
2025/4/14 12:09:54,36.34,-12.65,12,74.89,-18.01,4
2025/4/14 12:09:57,36.14,-12.44,11,75.2,-17.47,5
2025/4/14 12:10:00,35.95,-12.43,13,75.2,-17.68,2
2025/4/14 12:10:03,36,-12.44,12,75.2,-17.52,3
2025/4/14 12:10:06,36.06,-12.4,13,75.16,-17.87,3
2025/4/14 12:10:09,36.12,-12.26,12,74.45,-17.39,2
2025/4/14 12:10:12,36,-12.41,14,75.23,-17.65,2
2025/4/14 12:10:15,36.07,-12.23,11,75.35,-17.83,3
2025/4/14 12:10:18,36.02,-12.37,12,74.97,-18.66,3
2025/4/14 12:10:21,35.51,-12.42,12,75.2,-18.09,3
2025/4/14 12:10:24,35.93,-12.45,12,75.25,-18.11,4
2025/4/14 12:10:27,36.08,-12.27,13,75.32,-18.24,3
2025/4/14 12:10:30,36.04,-12.39,13,75.28,-18.01,2
2025/4/14 12:10:33,36.01,-12.44,10,75.25,-17.97,5
2025/4/14 12:10:36,35.99,-12.34,12,75.31,-18.03,5
2025/4/14 12:10:39,36.07,-12.28,12,75.24,-17.61,3
2025/4/14 12:10:42,36.02,-12.32,13,75.32,-18.01,4
2025/4/14 12:10:45,36.08,-12.42,13,75.2,-17.84,4
2025/4/14 12:10:48,36.04,-12.42,13,75.23,-18.03,4
2025/4/14 12:10:51,36,-12.38,12,75.25,-17.69,4
2025/4/14 12:10:54,36.03,-12.38,13,75.12,-17.92,2
2025/4/14 12:10:57,36.02,-12.44,12,75.16,-17.94,2
2025/4/14 12:11:00,36.05,-12.42,12,75.22,-17.92,2
2025/4/14 12:11:03,36,-12.28,11,75.18,-18.05,3
2025/4/14 12:11:06,35.95,-12.41,13,75.25,-18.16,1
2025/4/14 12:11:09,36.1,-12.34,12,75.17,-17.95,3
2025/4/14 12:11:12,36.02,-12.44,13,75.14,-17.54,2
2025/4/14 12:11:15,36.14,-12.27,13,75.4,-18.07,3
2025/4/14 12:11:18,36.02,-12.37,11,75.18,-17.58,3
2025/4/14 12:11:21,36.19,-12.45,12,75.23,-18.33,4
2025/4/14 12:11:24,36.02,-12.35,12,75.32,-18.32,7
2025/4/14 12:11:27,36.06,-12.2,12,75.1,-18.18,4
2025/4/14 12:11:30,36.04,-12.41,13,75.28,-17.96,2
2025/4/14 12:11:33,36.09,-12.29,12,75.29,-17.94,2
2025/4/14 12:11:36,35.94,-12.39,13,75.27,-17.61,4
2025/4/14 12:11:39,35.99,-12.31,12,75.31,-17.81,3
2025/4/14 12:11:42,35.91,-12.49,11,75.3,-17.93,2
2025/4/14 12:11:45,36.12,-12.36,13,75.36,-18.33,3
2025/4/14 12:11:48,36.04,-12.21,14,75.27,-17.83,2
2025/4/14 12:11:51,36.03,-12.39,13,75.27,-18.3,5
2025/4/14 12:11:54,36.12,-12.41,13,75.28,-17.85,5
2025/4/14 12:11:57,35.95,-12.53,14,75.17,-18.06,4
2025/4/14 12:12:00,36.04,-12.31,13,75.3,-17.95,5
2025/4/14 12:12:03,36.1,-12.37,12,75.36,-17.81,3
2025/4/14 12:12:06,36.06,-12.37,12,75.24,-17.94,6
2025/4/14 12:12:09,36.04,-12.37,12,75.13,-18.03,3
2025/4/14 12:12:12,35.97,-12.31,12,75.31,-17.97,4
2025/4/14 12:12:15,35.99,-12.34,12,75.31,-18.02,4
2025/4/14 12:12:18,36.08,-12.2,12,75.25,-18.17,4
2025/4/14 12:12:21,35.98,-12.32,12,75.24,-18.02,4
2025/4/14 12:12:24,35.93,-12.34,14,75.24,-18.44,2
2025/4/14 12:12:27,35.94,-12.43,13,75.15,-18.06,3
2025/4/14 12:12:30,36.08,-12.42,12,75.14,-18.02,4
2025/4/14 12:12:33,36.07,-12.48,12,75.33,-17.99,5
2025/4/14 12:12:37,36.09,-12.43,13,75.19,-18.04,2
2025/4/14 12:12:40,36.03,-12.38,15,75.24,-18.31,3
2025/4/14 12:12:43,36.02,-12.38,13,75.28,-18.01,4
2025/4/14 12:12:46,36.06,-12.21,12,75.17,-17.94,3
2025/4/14 12:12:49,36.05,-12.29,14,75.19,-17.78,5
2025/4/14 12:12:52,36.01,-12.42,12,75.24,-18.04,4
2025/4/14 12:12:55,36.05,-12.42,14,75.3,-17.88,2
2025/4/14 12:12:58,36,-12.3,13,75.31,-18.09,2
2025/4/14 12:13:01,36.12,-12.08,14,75.21,-18,5
2025/4/14 12:13:04,35.93,-12.41,12,75.23,-17.95,5
2025/4/14 12:13:07,36.01,-12.43,14,75.21,-18.07,5
2025/4/14 12:13:10,35.97,-12.34,13,75.13,-17.65,5
2025/4/14 12:13:13,35.97,-12.3,12,75.22,-17.81,5
2025/4/14 12:13:16,35.9,-12.14,14,75.22,-18.04,1
2025/4/14 12:13:19,36.08,-12.35,12,75.29,-18.02,5
2025/4/14 12:13:22,35.94,-12.38,13,75.26,-18,4
2025/4/14 12:13:25,36.06,-12.4,14,75.29,-17.95,3
2025/4/14 12:13:28,36.05,-12.41,15,75.21,-17.57,2
2025/4/14 12:13:31,36.12,-12.5,13,75.19,-17.55,3
2025/4/14 12:13:34,36.07,-12.36,14,75.17,-17.56,2
2025/4/14 12:13:37,36.11,-12.34,12,75.22,-17.62,1
2025/4/14 12:13:40,36.14,-12.52,14,75.18,-17.59,4
2025/4/14 12:13:43,35.96,-12.51,13,75.15,-17.44,2
2025/4/14 12:13:46,35.92,-12.38,13,75.19,-17.88,4
2025/4/14 12:13:49,36.04,-12.49,13,75.19,-17.4,5
2025/4/14 12:13:52,36.12,-12.4,14,75.23,-17.69,2
2025/4/14 12:13:55,35.99,-12.4,13,75.19,-17.56,4
2025/4/14 12:13:58,36.14,-12.46,14,75.22,-17.73,2
2025/4/14 12:14:01,35.97,-12.5,12,75.14,-17.52,2
2025/4/14 12:14:04,36.01,-12.47,14,75.26,-17.8,3
2025/4/14 12:14:07,36.13,-12.33,14,75.17,-17.42,3
2025/4/14 12:14:10,36.06,-12.4,12,75.4,-17.73,3
2025/4/14 12:14:13,36,-12.5,15,75.25,-17.92,4
2025/4/14 12:14:16,35.99,-12.4,14,75.23,-18.13,2
2025/4/14 12:14:19,36.03,-12.29,13,75.23,-17.84,4
2025/4/14 12:14:22,36.01,-12.52,13,75.3,-17.91,2
2025/4/14 12:14:25,36.04,-12.34,13,75.14,-17.96,6
2025/4/14 12:14:28,36.11,-12.36,13,75.29,-17.83,2
2025/4/14 12:14:31,36.18,-12.36,13,75.21,-17.47,3
2025/4/14 12:14:34,36.07,-12.5,12,75.71,-17.99,3
2025/4/14 12:14:37,35.97,-12.47,13,75.25,-17.64,4
2025/4/14 12:14:40,36.03,-12.4,14,75.3,-17.74,2
2025/4/14 12:14:43,36.05,-12.52,12,75.1,-17.87,2
2025/4/14 12:14:46,36.05,-12.29,14,75.21,-17.79,4
2025/4/14 12:14:52,36.15,-12.49,13,75.25,-17.9,1
2025/4/14 12:14:55,36.03,-12.08,14,75.32,-17.77,4
2025/4/14 12:14:58,35.85,-12.34,13,75.3,-15.02,6
2025/4/14 12:15:01,35.89,-12.29,14,75.45,-15.56,9
2025/4/14 12:15:04,35.97,-12.31,13,75.36,-15.1,8
2025/4/14 12:15:07,35.95,-12.35,12,75.53,-15.01,10
2025/4/14 12:15:10,35.8,-12.34,11,75.38,-15.43,11
2025/4/14 12:15:16,35.85,-12.18,12,75.42,-15.29,8
2025/4/14 12:15:19,35.86,-12.43,13,75.44,-15.32,9
2025/4/14 12:15:22,35.76,-12.29,15,75.32,-15.23,7
2025/4/14 12:15:25,35.85,-12.3,13,75.48,-15.32,10
2025/4/14 12:15:28,35.87,-12.35,12,75.42,-15.37,11
2025/4/14 12:15:31,35.93,-12.26,15,75.26,-15.17,10
2025/4/14 12:15:34,35.9,-12.29,12,75.46,-15.37,12
2025/4/14 12:15:37,35.92,-12.35,13,75.36,-15.43,10
2025/4/14 12:15:40,35.83,-12.14,13,74.96,-15.31,11
2025/4/14 12:15:43,35.88,-12.37,14,75.39,-15.38,9
2025/4/14 12:15:46,36.65,-12.83,12,75.32,-14.71,10
2025/4/14 12:15:49,35.47,-11.98,12,75.44,-15.16,9
2025/4/14 12:15:52,35.8,-12.16,13,75.17,-15.28,11
2025/4/14 12:15:55,36.1,-12.31,12,75.1,-15.28,11
2025/4/14 12:15:58,35.78,-12.31,13,75.29,-14.7,10
2025/4/14 12:16:01,35.79,-12.2,13,75.39,-15.2,11
2025/4/14 12:16:04,35.82,-12.13,12,75.3,-15.15,12
2025/4/14 12:16:07,35.97,-12.48,14,75.44,-14.88,11
2025/4/14 12:16:10,35.95,-12.22,13,75.24,-14.62,9
2025/4/14 12:16:13,36.28,-12.47,12,75.32,-15.15,11
2025/4/14 12:16:16,35.8,-12.37,13,75.21,-15.02,12
2025/4/14 12:16:19,35.91,-12.37,13,75.42,-15.25,11
2025/4/14 12:16:22,36.04,-12.34,13,75.41,-14.91,13
2025/4/14 12:16:25,35.89,-12.21,14,75.49,-15.4,12
2025/4/14 12:16:28,35.89,-12.3,13,75.55,-15.01,11
2025/4/14 12:16:31,35.86,-12.41,13,75.36,-14.98,11
2025/4/14 12:16:34,35.89,-12.33,13,75.4,-15.12,13
2025/4/14 12:16:37,35.88,-12.23,14,75.38,-15.19,11
2025/4/14 12:16:40,35.94,-12.28,13,75.44,-15.13,10
2025/4/14 12:16:43,35.9,-12.39,13,75.48,-15.42,11
2025/4/14 12:16:46,35.87,-12.36,13,75.51,-15.62,12
2025/4/14 12:16:49,35.95,-12.13,13,75.3,-15.06,12
2025/4/14 12:16:52,35.89,-12.26,13,75.37,-15.24,12
2025/4/14 12:16:55,35.88,-12.31,13,75.44,-15.32,11
2025/4/14 12:16:58,35.84,-12.32,12,75.4,-15.33,13
2025/4/14 12:17:01,35.87,-12.26,12,75.39,-15.37,12
2025/4/14 12:17:04,35.95,-12.2,13,75.13,-13.89,5
2025/4/14 12:17:07,35.8,-12.31,13,75.33,-17.77,5
2025/4/14 12:17:10,35.71,-12.25,11,75.37,-18.13,4
2025/4/14 12:17:13,35.84,-12.39,12,75.28,-17.83,5
2025/4/14 12:17:16,35.96,-12.33,13,75.33,-17.85,4
2025/4/14 12:17:19,35.78,-12.25,13,75.46,-17.74,5
2025/4/14 12:17:22,35.77,-12.37,14,75.02,-18.04,3
2025/4/14 12:17:25,35.84,-12.27,12,75.24,-18.28,4
2025/4/14 12:17:28,35.95,-12.3,13,75.28,-18.15,3
2025/4/14 12:17:31,35.88,-12.33,13,75.19,-17.6,5
2025/4/14 12:17:34,35.85,-12.77,14,74.67,-18.05,3
2025/4/14 12:17:37,36.21,-12.95,14,75.11,-17.67,5
2025/4/14 12:17:40,35.82,-12.01,13,75.21,-17.77,6
2025/4/14 12:17:43,35.75,-12.29,14,75.26,-17.81,5
2025/4/14 12:17:46,35.8,-12.31,12,75.36,-17.85,4
2025/4/14 12:17:49,35.94,-12.24,13,75.36,-17.67,4
2025/4/14 12:17:52,35.82,-12.13,12,75.26,-17.75,3
2025/4/14 12:17:55,35.84,-12.24,13,75.28,-18.08,4
2025/4/14 12:17:58,35.94,-12.22,14,75.29,-18.13,6
2025/4/14 12:18:01,35.91,-12.16,13,75.24,-17.71,6
2025/4/14 12:18:04,35.91,-12.15,13,75.15,-17.7,6
2025/4/14 12:18:07,35.79,-12.26,14,75.33,-18.14,5
2025/4/14 12:18:10,35.91,-12.31,13,75.2,-17.9,4
2025/4/14 12:18:13,35.83,-12.19,13,75.23,-18.34,6
2025/4/14 12:18:16,35.85,-12.23,12,75.2,-17.78,4
2025/4/14 12:18:19,35.92,-12.33,14,75.26,-17.78,5
2025/4/14 12:18:22,35.96,-12.18,14,75.32,-17.74,5
2025/4/14 12:18:25,35.88,-12.27,13,75.33,-17.93,4
2025/4/14 12:18:28,35.89,-12.16,15,75.3,-17.93,4
2025/4/14 12:18:31,35.95,-12.33,13,75.32,-17.96,5
2025/4/14 12:18:34,35.9,-12.34,13,75.29,-18.06,4
2025/4/14 12:18:37,35.88,-12.31,13,75.27,-18.24,3
2025/4/14 12:18:40,35.83,-12.33,14,75.31,-17.91,4
2025/4/14 12:18:43,35.83,-12.33,13,75.29,-17.86,7
2025/4/14 12:18:46,35.82,-12.26,13,75.38,-17.75,6
2025/4/14 12:18:49,35.91,-12.33,14,75.32,-17.88,4
2025/4/14 12:18:52,35.86,-12.28,14,75.25,-17.76,6
2025/4/14 12:18:55,35.9,-12.36,13,75.3,-17.85,3
2025/4/14 12:18:58,35.82,-12.38,14,75.14,-17.43,4
2025/4/14 12:19:01,35.86,-12.31,14,75.3,-17.63,6
2025/4/14 12:19:04,35.92,-12.32,14,75.16,-17.56,5
2025/4/14 12:19:07,35.9,-12.23,13,75.22,-17.78,3
2025/4/14 12:19:10,35.94,-12.25,14,75.26,-17.95,3
2025/4/14 12:19:13,35.85,-12.29,14,75.35,-18.05,5
2025/4/14 12:19:16,35.95,-12.33,15,75.1,-17.87,5
2025/4/14 12:19:19,35.84,-12.25,13,75.31,-17.84,3
2025/4/14 12:19:22,35.86,-12.2,13,75.34,-17.99,6
2025/4/14 12:19:25,35.94,-12.42,15,75.32,-18.18,5
2025/4/14 12:19:28,35.83,-12.28,14,75.24,-17.93,6
2025/4/14 12:19:31,35.9,-12.25,14,75.28,-17.83,3
2025/4/14 12:19:34,35.98,-12.4,16,75.24,-18.14,4
2025/4/14 12:19:37,35.91,-12.35,14,75.26,-17.84,4
2025/4/14 12:19:40,35.94,-12.38,14,75.22,-17.99,4
2025/4/14 12:19:43,35.94,-12.43,15,75.24,-18.11,6
2025/4/14 12:19:46,35.94,-12.36,15,75.23,-17.45,7
2025/4/14 12:19:49,35.89,-12.36,14,75.23,-17.59,4
2025/4/14 12:19:52,35.98,-12.36,14,75.22,-17.74,4
2025/4/14 12:19:55,35.89,-12.35,13,75.31,-17.75,7
2025/4/14 12:19:58,35.87,-12.38,15,75.34,-17.73,4
2025/4/14 12:20:01,35.88,-12.43,13,75.35,-18.05,6
2025/4/14 12:20:04,35.87,-12.37,13,75.2,-17.68,7
2025/4/14 12:20:07,35.8,-12.5,12,75.19,-17.52,3
2025/4/14 12:20:10,35.84,-12.54,14,75.33,-17.94,5
2025/4/14 12:20:13,35.97,-12.41,12,75.23,-17.92,4
2025/4/14 12:20:16,35.96,-12.28,15,75.24,-17.79,3
2025/4/14 12:20:19,36.01,-12.37,14,75.31,-18.19,7
2025/4/14 12:20:22,35.94,-12.28,15,75.2,-17.44,5
2025/4/14 12:20:25,35.88,-12.31,14,75.22,-17.81,4
2025/4/14 12:20:28,36,-12.41,13,75.2,-17.6,2
2025/4/14 12:20:31,35.89,-12.41,12,75.23,-18.02,3
2025/4/14 12:20:34,35.97,-12.44,14,75.21,-17.9,6
2025/4/14 12:20:37,35.95,-12.32,14,75.31,-17.95,7
2025/4/14 12:20:40,35.96,-12.38,14,75.22,-18.02,4
2025/4/14 12:20:43,35.86,-12.37,13,75.33,-17.99,4
2025/4/14 12:20:46,35.93,-12.27,15,75.16,-17.58,5
2025/4/14 12:20:49,36.04,-12.3,15,75.26,-17.92,5
2025/4/14 12:20:52,35.9,-12.59,15,75.18,-17.7,5
2025/4/14 12:20:55,35.96,-12.37,13,75.21,-17.67,4
2025/4/14 12:20:58,35.78,-12.36,14,75.15,-17.59,6
2025/4/14 12:21:01,35.97,-12.43,14,75.22,-17.6,5
2025/4/14 12:21:04,35.92,-12.39,15,75.33,-18.02,6
2025/4/14 12:21:07,35.91,-12.33,14,75.19,-17.71,6
2025/4/14 12:21:10,35.9,-12.51,16,75.3,-17.98,4
2025/4/14 12:21:13,35.9,-12.38,14,75.16,-18.02,5
2025/4/14 12:21:16,36.03,-12.29,15,75.17,-17.6,4
2025/4/14 12:21:19,35.88,-12.43,14,75.27,-17.65,5
2025/4/14 12:21:22,35.94,-12.55,14,75.31,-17.64,3
2025/4/14 12:21:25,35.9,-12.34,13,75.22,-17.47,5
2025/4/14 12:21:28,35.91,-12.37,16,75.21,-18.06,4
2025/4/14 12:21:31,35.92,-12.4,14,75.19,-17.21,3
2025/4/14 12:21:34,35.99,-12.4,12,75.26,-17.49,6
2025/4/14 12:21:37,35.92,-12.26,15,75.23,-17.48,5
2025/4/14 12:21:40,36,-12.31,14,75.24,-17.62,6
2025/4/14 12:21:43,35.93,-12.36,12,75.31,-17.66,5
2025/4/14 12:21:46,35.99,-12.27,15,75.17,-17.68,6
2025/4/14 12:21:49,36.04,-12.37,14,75.28,-17.75,4
2025/4/14 12:21:52,35.93,-12.28,13,75.18,-17.74,5
2025/4/14 12:21:55,35.97,-12.22,15,75.29,-17.63,6
2025/4/14 12:21:58,36.01,-12.21,15,75.23,-17.66,5
2025/4/14 12:22:01,35.91,-12.32,14,75.3,-17.69,3
2025/4/14 12:22:04,35.89,-12.32,15,75.07,-17.83,4
2025/4/14 12:22:07,35.93,-12.38,15,75.37,-17.84,5
2025/4/14 12:22:10,35.92,-12.32,14,75.18,-17.45,4
2025/4/14 12:22:13,35.97,-12.28,15,75.18,-17.43,6
2025/4/14 12:22:16,36.01,-12.34,14,75.29,-17.63,3
2025/4/14 12:22:19,35.91,-12.47,14,75.31,-17.57,3
2025/4/14 12:22:22,35.86,-12.26,14,75.31,-17.42,4
2025/4/14 12:22:25,35.93,-12.31,13,75.35,-17.91,6
2025/4/14 12:22:28,35.94,-12.4,12,75.27,-17.61,5
2025/4/14 12:22:31,35.94,-12.25,15,75.22,-17.61,5
2025/4/14 12:22:34,35.9,-12.31,14,75.3,-17.67,3
2025/4/14 12:22:37,35.86,-12.3,14,75.21,-17.59,5
2025/4/14 12:22:40,35.92,-12.36,15,75.22,-17.76,6
2025/4/14 12:22:43,35.95,-12.37,13,75.2,-17.4,6
2025/4/14 12:22:46,35.99,-12.36,13,75.24,-17.51,4
2025/4/14 12:22:49,35.88,-12.28,14,75.27,-17.5,6
2025/4/14 12:22:52,35.88,-12.36,14,75.27,-17.38,5
2025/4/14 12:22:55,35.94,-12.45,13,75.32,-17.61,4
2025/4/14 12:22:58,33.39,-10.64,18,79.43,-66.39,4
2025/4/14 12:23:01,34.94,-10.65,17,80.44,-62.71,5
2025/4/14 12:23:04,36.04,-11.1,17,79.68,-64.9,5
2025/4/14 12:23:07,34.76,-10.74,18,81.52,-67.31,1
2025/4/14 12:23:10,34.86,-10.21,18,82.14,-67.89,4
2025/4/14 12:23:13,34.89,-10.3,20,82.43,-69.2,5
2025/4/14 12:23:16,34.9,-10.12,17,82.42,-69.3,6
2025/4/14 12:23:19,34.88,-10.15,19,82.37,-69.85,3
2025/4/14 12:23:23,34.84,-10.14,18,82.53,-70.52,5
2025/4/14 12:23:26,34.95,-10.29,17,82.57,-71.01,3
2025/4/14 12:23:29,35,-10.19,18,82.68,-71.37,5
2025/4/14 12:23:32,34.85,-10.27,18,82.74,-71.69,3
2025/4/14 12:23:35,34.9,-10.12,18,82.78,-72.14,4
2025/4/14 12:23:38,34.84,-10.29,20,82.81,-72.23,4
2025/4/14 12:23:41,34.91,-10.08,18,82.86,-72.48,4
2025/4/14 12:23:44,34.86,-10.13,18,83.06,-72.59,3
2025/4/14 12:23:47,34.86,-10.23,18,83.07,-73.15,5
2025/4/14 12:23:50,34.81,-10.15,16,83.08,-73.16,4
2025/4/14 12:23:53,34.84,-10.04,19,82.97,-73.25,4
2025/4/14 12:23:56,34.8,-10.2,17,82.99,-73.36,3
