time,pitch_1 (°),roll_1 (°),range_1 (mm),pitch_2 (°),roll_2 (°),range_2 (mm)
2025/4/14 12:24:02,34.83,-10.13,17,83.12,-73.75,2
2025/4/14 12:24:05,34.74,-10.24,17,83,-73.72,6
2025/4/14 12:24:08,34.79,-10.19,18,82.98,-73.7,4
2025/4/14 12:24:11,34.79,-10.14,19,83.12,-74.07,4
2025/4/14 12:24:14,34.85,-10.22,17,83.16,-74.3,2
2025/4/14 12:24:17,34.78,-10.17,18,83.22,-74.53,3
2025/4/14 12:24:20,34.78,-10.11,18,83.17,-74.37,2
2025/4/14 12:24:23,34.88,-10.25,17,87.68,-79.26,2
2025/4/14 12:24:26,34.86,-10.43,19,86.82,-80.94,4
2025/4/14 12:24:29,34.54,-10.79,19,88.6,-84.46,3
2025/4/14 12:24:32,35.71,-11.61,19,153.42,-115.06,5
2025/4/14 12:24:35,28.88,-3.15,23,152.14,-145.16,4
2025/4/14 12:24:38,28.8,-1.82,24,153.52,-144.2,1
2025/4/14 12:24:41,28.45,-2.47,22,154.09,-145.08,4
2025/4/14 12:24:44,28.71,-2.33,22,154.43,-144.77,4
2025/4/14 12:24:47,28.52,-2.9,22,154.45,-144.95,3
2025/4/14 12:24:50,28.34,-2.56,21,155.31,-144.94,3
2025/4/14 12:24:53,28.34,-2.56,20,154.98,-144.88,3
2025/4/14 12:24:56,28.33,-2.55,22,155.27,-145.03,2
2025/4/14 12:24:59,28.28,-2.53,22,155.54,-145.01,3
2025/4/14 12:25:02,28.39,-2.58,21,155.55,-144.94,5
2025/4/14 12:25:05,28.43,-2.51,22,155.49,-145.05,4
2025/4/14 12:25:08,28.39,-2.64,21,155.67,-145.05,2
2025/4/14 12:25:11,28.24,-2.64,21,155.79,-144.97,5
2025/4/14 12:25:17,28.4,-2.82,22,155.97,-145.23,4
2025/4/14 12:25:20,28.28,-2.88,20,156.03,-145.25,3
2025/4/14 12:25:23,28.21,-2.81,21,156.37,-145.5,6
2025/4/14 12:25:26,28.17,-2.83,23,156.34,-145.25,4
2025/4/14 12:25:32,28.17,-2.96,22,156.43,-145.19,4
2025/4/14 12:25:35,28.02,6.45,23,157.38,-147.96,4
2025/4/14 12:25:38,28.16,0.86,21,156.94,-145.66,6
2025/4/14 12:25:41,28.17,0.91,20,156.92,-145.56,4
2025/4/14 12:25:44,28.18,0.91,24,157.08,-145.59,4
2025/4/14 12:25:47,28.14,0.81,23,157.2,-145.56,6
2025/4/14 12:25:50,28.11,0.94,22,157.07,-145.64,2
2025/4/14 12:25:53,28.11,1,22,157.11,-145.55,3
2025/4/14 12:25:56,28.07,0.88,23,157.21,-145.6,3
2025/4/14 12:25:59,28.09,0.93,21,157.21,-145.63,6
2025/4/14 12:26:02,28.06,0.92,22,156.81,-145.46,3
2025/4/14 12:26:05,28.12,0.74,24,158.05,-145.78,4
2025/4/14 12:26:08,27.79,0.24,24,157.05,-145.24,4
2025/4/14 12:26:11,27.86,0.53,24,157.48,-145.12,2
2025/4/14 12:26:14,27.88,0.51,24,157.5,-145.62,3
2025/4/14 12:26:17,27.94,0.66,23,157.5,-145.59,3
2025/4/14 12:26:20,28.04,0.59,24,157.52,-145.57,3
2025/4/14 12:26:23,27.99,0.58,23,157.64,-145.55,2
2025/4/14 12:26:26,28.02,0.53,24,157.63,-145.6,2
2025/4/14 12:26:29,28.03,0.54,23,157.7,-145.6,4
2025/4/14 12:26:32,28.01,0.54,23,157.65,-145.51,3
2025/4/14 12:26:35,28.01,0.52,24,157.68,-145.72,4
2025/4/14 12:26:38,27.94,0.52,24,157.64,-145.61,3
2025/4/14 12:26:41,28.01,0.66,23,157.74,-145.58,3
2025/4/14 12:26:44,27.99,0.65,21,157.66,-145.51,3
2025/4/14 12:26:47,27.87,0.56,23,157.81,-145.68,4
2025/4/14 12:26:50,27.97,0.59,25,157.79,-145.52,3
2025/4/14 12:26:53,28.02,0.44,26,157.91,-145.54,3
2025/4/14 12:26:56,27.96,0.57,22,157.76,-145.61,1
2025/4/14 12:26:59,27.97,0.58,23,157.89,-145.58,1
2025/4/14 12:27:02,28.08,0.56,24,157.99,-145.51,1
2025/4/14 12:27:05,27.99,0.58,23,157.97,-145.56,5
2025/4/14 12:27:08,27.96,0.42,24,157.99,-145.61,3
2025/4/14 12:27:11,27.94,0.63,22,157.98,-145.6,2
2025/4/14 12:27:14,27.97,0.54,22,157.95,-145.59,2
2025/4/14 12:27:17,27.95,0.57,23,157.98,-145.5,3
2025/4/14 12:27:20,27.95,0.56,24,158.06,-145.68,3
2025/4/14 12:27:23,27.97,0.55,24,158.06,-145.58,4
2025/4/14 12:27:26,28.05,0.52,24,158.06,-145.53,5
2025/4/14 12:27:29,27.91,0.54,24,158.07,-145.7,3
2025/4/14 12:27:32,27.93,0.54,22,158.16,-145.56,4
2025/4/14 12:27:35,27.89,0.47,21,158.06,-145.51,5
2025/4/14 12:27:38,27.95,0.56,22,158.2,-145.59,2
2025/4/14 12:27:41,28.02,0.52,23,158.17,-145.51,5
2025/4/14 12:27:44,27.92,0.51,23,158.22,-145.62,2
2025/4/14 12:27:47,28.09,0.55,23,158.21,-145.53,4
2025/4/14 12:27:50,27.96,0.63,22,158.22,-145.7,6
2025/4/14 12:27:53,27.84,0.57,25,158.27,-145.63,1
2025/4/14 12:27:56,28.01,0.55,23,158.15,-145.46,1
2025/4/14 12:27:59,28.03,0.55,24,158.27,-145.63,3
2025/4/14 12:28:02,27.96,0.53,24,158.41,-145.68,3
2025/4/14 12:28:05,27.94,0.53,23,158.28,-145.62,2
2025/4/14 12:28:08,27.96,0.55,24,158.3,-145.63,4
2025/4/14 12:28:11,27.96,0.6,23,158.39,-145.59,5
2025/4/14 12:28:14,27.87,0.47,24,158.41,-145.63,3
2025/4/14 12:28:17,27.89,0.49,23,158.37,-145.53,2
2025/4/14 12:28:20,27.95,0.55,22,158.56,-145.6,3
2025/4/14 12:28:23,27.93,0.53,23,158.5,-145.63,2
2025/4/14 12:28:26,27.93,0.41,22,158.41,-145.52,1
2025/4/14 12:28:29,27.95,0.58,23,158.5,-145.49,4
2025/4/14 12:28:32,27.95,0.52,23,158.53,-145.61,4
2025/4/14 12:28:35,27.95,0.53,24,158.55,-145.59,3
2025/4/14 12:28:38,27.94,0.62,21,158.51,-145.64,5
2025/4/14 12:28:41,27.91,0.64,21,158.6,-145.54,3
2025/4/14 12:28:44,27.89,0.47,23,158.73,-145.59,4
2025/4/14 12:28:47,27.9,0.6,21,158.62,-145.62,2
2025/4/14 12:28:50,27.89,0.57,22,158.47,-145.54,3
2025/4/14 12:28:53,28.04,0.5,23,158.56,-145.51,3
2025/4/14 12:28:56,27.85,0.54,23,158.63,-145.56,3
2025/4/14 12:28:59,27.97,0.54,22,158.71,-145.59,3
2025/4/14 12:29:02,27.88,0.53,23,158.73,-145.49,3
2025/4/14 12:29:05,27.79,0.4,23,158.82,-145.46,5
2025/4/14 12:29:08,27.75,0.57,24,158.76,-145.5,2
2025/4/14 12:29:11,27.81,0.58,22,158.91,-145.52,4
2025/4/14 12:29:14,27.87,0.49,21,158.85,-145.54,3
2025/4/14 12:29:17,27.86,0.57,25,158.92,-145.47,2
2025/4/14 12:29:20,27.91,0.6,23,158.97,-145.5,3
2025/4/14 12:29:23,27.84,0.56,24,158.87,-145.45,5
2025/4/14 12:29:26,27.78,0.54,23,158.96,-145.6,3
2025/4/14 12:29:29,27.88,0.5,25,158.92,-145.54,3
2025/4/14 12:29:32,27.87,0.56,25,158.86,-145.57,3
2025/4/14 12:29:35,27.86,0.44,22,158.84,-145.4,4
2025/4/14 12:29:38,27.85,0.49,22,158.91,-145.57,3
2025/4/14 12:29:41,27.88,0.52,23,158.93,-145.66,1
2025/4/14 12:29:44,27.85,0.49,22,158.97,-145.56,3
2025/4/14 12:29:47,27.93,0.51,24,159.05,-145.61,4
2025/4/14 12:29:50,27.89,0.5,23,158.77,-145.53,5
2025/4/14 12:29:53,27.86,0.52,22,158.98,-145.53,1
2025/4/14 12:29:56,27.92,0.49,24,159.15,-145.63,3
2025/4/14 12:29:59,27.8,0.49,24,158.97,-145.51,4
2025/4/14 12:30:02,27.86,0.49,22,159.05,-145.58,4
2025/4/14 12:30:05,27.88,0.48,24,159.02,-146.01,5
2025/4/14 12:30:08,27.86,0.47,22,158.99,-145.97,3
2025/4/14 12:30:11,27.74,0.51,23,159.14,-145.92,4
2025/4/14 12:30:14,27.83,0.54,23,159.26,-145.92,0
2025/4/14 12:30:17,27.87,0.4,24,159.1,-145.94,3
2025/4/14 12:30:20,27.87,0.48,22,159.16,-145.96,3
2025/4/14 12:30:23,28.4,-0.04,23,159.17,-145.21,3
2025/4/14 12:30:26,27.78,0.47,25,159.53,-145.73,5
2025/4/14 12:30:29,27.93,0.37,22,159.46,-145.95,1
2025/4/14 12:30:32,27.87,0.36,22,159.34,-145.93,5
2025/4/14 12:30:35,27.82,0.12,24,159.26,-145.87,3
2025/4/14 12:30:38,27.65,0.21,24,158.9,-145.64,2
2025/4/14 12:30:41,28.03,0.39,23,159.42,-146.07,4
2025/4/14 12:30:44,27.94,0.09,23,159.27,-145.93,4
2025/4/14 12:30:47,27.84,0.37,23,159.37,-145.84,5
2025/4/14 12:30:50,27.97,0.23,22,159.2,-145.93,3
2025/4/14 12:30:53,27.91,0.29,24,159.24,-145.81,2
2025/4/14 12:30:56,27.82,0.26,26,159.38,-145.86,2
2025/4/14 12:30:59,27.91,0.2,23,159.32,-145.97,6
2025/4/14 12:31:02,27.89,0.22,23,159.38,-145.97,2
2025/4/14 12:31:05,27.96,0.31,24,159.37,-145.95,4
2025/4/14 12:31:08,27.9,0.24,23,159.31,-145.89,5
2025/4/14 12:31:11,27.95,0.47,24,159.48,-145.95,5
2025/4/14 12:31:14,27.92,0.15,24,159.33,-145.91,3
2025/4/14 12:31:17,27.92,0.28,23,159.39,-145.82,4
2025/4/14 12:31:20,27.87,0.25,25,159.38,-145.93,2
2025/4/14 12:31:23,27.9,0.22,23,159.39,-145.81,5
2025/4/14 12:31:26,28.09,0.16,22,159.32,-146.06,4
2025/4/14 12:31:29,27.96,0.09,24,159.39,-145.97,4
2025/4/14 12:31:32,27.87,0.1,24,159.47,-145.89,3
2025/4/14 12:31:35,27.88,0.29,23,159.47,-146.03,3
2025/4/14 12:31:38,27.9,0.15,23,159.5,-145.92,3
2025/4/14 12:31:41,27.93,-0.01,23,159.48,-145.87,4
2025/4/14 12:31:44,27.9,0.22,25,159.49,-145.9,1
2025/4/14 12:31:47,27.99,0.07,24,159.54,-145.91,4
2025/4/14 12:31:50,27.9,0.36,24,160.84,-145.83,4
2025/4/14 12:31:53,27.97,0.11,25,159.68,-145.9,3
2025/4/14 12:31:56,27.84,0.21,23,159.65,-145.78,5
2025/4/14 12:31:59,27.91,0.15,23,159.68,-145.9,6
2025/4/14 12:32:02,27.94,0.17,24,159.71,-145.9,2
2025/4/14 12:32:05,27.52,0.25,21,159.87,-145.9,3
2025/4/14 12:32:08,27.8,0.18,24,159.78,-145.88,2
2025/4/14 12:32:11,27.86,0.17,24,159.79,-145.85,5
2025/4/14 12:32:14,27.83,0.26,23,159.9,-145.78,3
2025/4/14 12:32:17,27.75,0.18,21,159.77,-145.95,3
2025/4/14 12:32:20,27.93,0.09,24,159.85,-146.05,2
2025/4/14 12:32:23,27.84,0.19,25,159.69,-145.84,4
2025/4/14 12:32:26,27.78,0.22,24,159.97,-145.91,3
2025/4/14 12:32:29,27.85,0.11,23,159.71,-145.86,3
2025/4/14 12:32:32,27.88,0.11,24,159.93,-145.86,3
2025/4/14 12:32:35,27.81,0.09,23,159.87,-145.96,4
2025/4/14 12:32:38,27.93,0.24,25,159.79,-145.87,4
2025/4/14 12:32:41,27.8,0.14,24,159.84,-145.96,6
2025/4/14 12:32:44,27.87,0.28,25,159.91,-145.88,3
2025/4/14 12:32:47,27.76,0.15,23,159.85,-146.04,3
2025/4/14 12:32:50,27.91,0.08,23,159.83,-145.85,4
2025/4/14 12:32:53,27.91,0.26,26,159.91,-145.91,5
2025/4/14 12:32:56,27.82,0.08,25,159.81,-145.96,2
2025/4/14 12:32:59,27.88,0.23,23,159.99,-145.91,2
2025/4/14 12:33:02,27.88,0.19,24,160.03,-145.86,2
2025/4/14 12:33:05,27.89,0.23,25,159.81,-145.89,5
2025/4/14 12:33:08,27.84,0.28,24,159.85,-145.9,2
2025/4/14 12:33:11,27.82,0.18,25,159.7,-145.84,4
2025/4/14 12:33:14,27.97,0.11,23,159.79,-145.94,2
2025/4/14 12:33:17,27.9,0.22,24,160.36,-146.03,2
2025/4/14 12:33:20,27.85,0.13,24,159.86,-145.89,3
2025/4/14 12:33:23,27.85,0.15,24,159.85,-145.85,2
2025/4/14 12:33:26,27.95,0.11,25,159.9,-145.88,4
2025/4/14 12:33:29,27.86,0.12,22,159.87,-145.9,2
2025/4/14 12:33:32,27.9,0.24,23,159.92,-145.9,4
2025/4/14 12:33:35,27.89,0.03,23,159.97,-145.9,5
2025/4/14 12:33:38,27.84,0.19,25,159.55,-145.99,1
2025/4/14 12:33:41,27.85,0.13,23,160.03,-145.95,4
2025/4/14 12:33:44,27.9,0.06,25,159.96,-145.89,3
2025/4/14 12:33:47,27.88,0.11,24,160.02,-145.87,3
2025/4/14 12:33:50,27.76,0.12,25,160.01,-145.87,5
2025/4/14 12:33:53,27.86,0.17,23,160.22,-145.94,5
2025/4/14 12:33:56,27.82,0.26,23,160.04,-145.91,6
2025/4/14 12:33:59,27.79,0.16,24,160.17,-145.94,4
2025/4/14 12:34:02,27.79,0.05,23,160.09,-145.8,3
2025/4/14 12:34:05,27.82,0.13,25,160.24,-145.81,4
2025/4/14 12:34:08,27.82,0.15,22,160.11,-145.76,3
2025/4/14 12:34:11,27.85,0.22,24,160.16,-145.89,1
2025/4/14 12:34:14,27.74,0.23,23,160.19,-145.94,2
2025/4/14 12:34:17,27.72,0.26,22,160.19,-145.9,4
2025/4/14 12:34:20,27.94,0.16,23,160.27,-145.97,2
2025/4/14 12:34:23,27.78,0.19,22,160.18,-145.89,3
2025/4/14 12:34:26,27.8,0.11,23,160.24,-145.93,6
2025/4/14 12:34:29,27.81,0.23,22,160.19,-145.85,2
2025/4/14 12:34:32,27.84,0.12,23,160.17,-145.9,4
2025/4/14 12:34:35,27.82,0.05,23,160.3,-145.93,4
2025/4/14 12:34:38,27.7,0.13,22,160.16,-145.87,4
2025/4/14 12:34:41,27.77,0.2,23,160.22,-145.99,5
2025/4/14 12:34:44,27.8,0.16,23,160.27,-145.85,2
2025/4/14 12:34:47,27.86,0.11,23,160.12,-145.92,2
2025/4/14 12:34:50,27.83,0.16,23,160.26,-145.9,2
2025/4/14 12:34:53,27.87,0.1,24,160.38,-145.87,2
2025/4/14 12:34:56,27.88,0.2,23,160.22,-145.8,4
2025/4/14 12:34:59,28.02,0.05,23,160.1,-145.91,2
2025/4/14 12:35:02,28,0.12,22,160.11,-145.78,4
2025/4/14 12:35:05,27.92,0.05,23,160.19,-145.97,4
2025/4/14 12:35:08,27.94,0.09,22,160.01,-145.88,4
2025/4/14 12:35:11,27.88,0.05,25,159.96,-145.9,3
2025/4/14 12:35:14,27.95,0.06,24,160.1,-145.89,4
2025/4/14 12:35:17,27.89,0.01,25,160.15,-145.91,3
2025/4/14 12:35:20,28.14,0.02,25,159.87,-146.08,4
2025/4/14 12:35:24,27.92,0,24,160.07,-145.85,3
2025/4/14 12:35:27,27.89,-0.02,23,160.31,-145.97,3
2025/4/14 12:35:30,27.86,-0.08,24,160.12,-145.81,5
2025/4/14 12:35:33,27.83,-0.02,26,160.17,-145.92,2
2025/4/14 12:35:36,27.86,-0.12,25,160.39,-145.98,2
2025/4/14 12:35:39,27.82,-0.16,24,160.22,-145.62,1
2025/4/14 12:35:42,27.57,0.05,25,160.2,-145.93,4
2025/4/14 12:35:45,27.91,0.09,24,160.34,-145.87,5
2025/4/14 12:35:48,27.85,-0.01,23,160.23,-145.83,5
2025/4/14 12:35:51,27.91,-0.05,23,160.26,-145.91,7
2025/4/14 12:35:54,27.86,0.02,23,160.37,-145.87,2
2025/4/14 12:35:57,27.76,-0.01,23,160.3,-145.93,3
2025/4/14 12:36:00,27.82,0.08,23,160.33,-145.75,4
2025/4/14 12:36:03,27.85,-0.02,24,160.25,-145.86,3
2025/4/14 12:36:06,27.83,-0.03,23,160.29,-145.9,5
2025/4/14 12:36:09,27.78,0.02,24,160.26,-145.92,5
2025/4/14 12:36:12,27.75,0.06,25,160.32,-145.97,4
2025/4/14 12:36:15,27.82,-0.02,22,160.33,-145.94,5
2025/4/14 12:36:18,27.92,0.06,24,160.33,-145.94,3
2025/4/14 12:36:21,27.95,0.06,24,160.37,-145.87,5
2025/4/14 12:36:24,27.8,-0.01,24,160.32,-145.96,4
2025/4/14 12:36:27,27.92,-0.04,23,160.38,-145.94,6
2025/4/14 12:36:30,27.81,0.02,24,160.28,-145.87,3
2025/4/14 12:36:33,27.71,0.07,24,160.76,-145.89,3
2025/4/14 12:36:36,27.63,0.13,23,160.63,-146.06,3
2025/4/14 12:36:39,27.88,0.09,23,160.58,-145.79,4
2025/4/14 12:36:42,27.72,-0.04,21,160.66,-145.88,5
2025/4/14 12:36:45,27.75,-0.05,26,160.63,-145.94,2
2025/4/14 12:36:48,27.75,-0.06,23,160.62,-145.91,3
2025/4/14 12:36:51,27.73,0,24,160.62,-145.83,4
2025/4/14 12:36:54,27.97,-0.02,25,161.13,-145.87,3
2025/4/14 12:36:57,27.92,0.01,24,160.59,-145.88,3
2025/4/14 12:37:00,27.89,0.11,24,161.13,-146.11,4
2025/4/14 12:37:03,27.78,0,23,160.45,-146.41,3
2025/4/14 12:37:06,27.89,-0.03,24,160.55,-145.84,3
2025/4/14 12:37:09,27.82,0,24,160.62,-145.76,4
2025/4/14 12:37:12,27.95,-0.11,23,161.12,-145.19,3
2025/4/14 12:37:15,28.13,0.03,26,160.62,-145.99,4
2025/4/14 12:37:18,27.73,0.08,24,160.78,-146.05,2
2025/4/14 12:37:21,27.75,0,24,160.75,-145.6,3
2025/4/14 12:37:24,27.66,0.01,26,160.63,-145.66,4
2025/4/14 12:37:27,27.78,-0.03,23,160.58,-145.85,3
2025/4/14 12:37:30,27.68,-0.03,23,160.66,-145.87,4
2025/4/14 12:37:33,27.87,-0.11,24,160.69,-145.87,3
2025/4/14 12:37:36,27.68,-0.03,23,160.86,-146.72,4
2025/4/14 12:37:39,27.78,-0.16,24,160.71,-145.84,2
2025/4/14 12:37:42,27.94,0.02,24,160.64,-146.19,6
2025/4/14 12:37:45,27.9,0.01,24,160.6,-145.94,5
2025/4/14 12:37:48,27.65,0.01,25,160.95,-146.06,4
2025/4/14 12:37:51,27.69,0.01,23,160.62,-145.73,4
2025/4/14 12:37:54,27.86,0.01,23,160.77,-145.92,5
2025/4/14 12:37:57,27.82,-0.02,24,160.76,-145.94,2
2025/4/14 12:38:00,27.76,-0.02,24,159.51,-144.9,3
2025/4/14 12:38:03,27.98,-0.13,23,160.65,-145.66,4
2025/4/14 12:38:06,27.89,-0.1,23,160.58,-145.9,3
2025/4/14 12:38:09,27.87,-0.11,24,160.16,-146.32,5
2025/4/14 12:38:12,27.8,-0.09,25,160.82,-145.88,4
2025/4/14 12:38:15,27.83,-0.05,24,160.62,-145.9,5
2025/4/14 12:38:18,27.9,-0.08,23,160.94,-145.89,2
2025/4/14 12:38:21,27.84,-0.05,25,160.71,-146.26,4
2025/4/14 12:38:24,27.92,-0.15,26,160.83,-145.72,4
2025/4/14 12:38:27,27.84,-0.07,27,160.71,-145.87,4
2025/4/14 12:38:30,27.83,-0.02,22,160.87,-145.82,5
2025/4/14 12:38:33,27.84,-0.02,25,160.88,-145.86,5
2025/4/14 12:38:36,27.79,-0.03,24,160.85,-145.96,3
2025/4/14 12:38:39,27.85,-0.04,23,160.79,-145.93,3
2025/4/14 12:38:42,27.82,0.09,25,160.82,-145.97,2
2025/4/14 12:38:45,27.79,-0.04,26,160.8,-145.84,2
2025/4/14 12:38:48,27.77,0,25,160.81,-145.83,5
2025/4/14 12:38:51,27.8,-0.11,24,160.78,-145.79,3
2025/4/14 12:38:54,27.83,0.04,25,160.85,-145.87,3
2025/4/14 12:38:57,27.78,-0.08,25,160.89,-145.9,3
2025/4/14 12:39:00,27.87,-0.03,26,160.82,-145.72,5
2025/4/14 12:39:03,27.89,-0.07,23,160.89,-145.89,5
2025/4/14 12:39:06,27.76,0.02,25,160.77,-145.89,5
2025/4/14 12:39:09,27.86,-0.04,25,160.86,-145.9,3
2025/4/14 12:39:12,27.86,-0.03,24,160.83,-145.9,3
2025/4/14 12:39:15,27.83,0.01,25,160.9,-146.04,5
2025/4/14 12:39:18,27.71,-0.04,24,160.91,-145.94,4
2025/4/14 12:39:21,27.86,-0.09,24,160.86,-145.96,4
2025/4/14 12:39:24,27.81,-0.05,25,160.97,-146.03,7
2025/4/14 12:39:27,27.79,0.01,23,160.94,-145.93,4
2025/4/14 12:39:30,27.83,-0.14,23,160.85,-145.85,3
2025/4/14 12:39:33,27.8,-0.06,25,160.85,-145.92,3
2025/4/14 12:39:36,27.88,-0.08,24,160.99,-145.97,3
2025/4/14 12:39:39,27.89,-0.01,25,160.66,-146.02,3
2025/4/14 12:39:42,27.83,-0.06,21,160.82,-145.88,4
2025/4/14 12:39:45,27.86,-0.1,23,160.76,-145.96,4
2025/4/14 12:39:48,28.05,-0.19,25,160.65,-146.37,2
2025/4/14 12:39:51,27.96,0.03,24,161.21,-146.12,4
2025/4/14 12:39:54,27.64,-0.02,25,161.04,-146.2,4
2025/4/14 12:39:57,27.82,-0.04,23,160.9,-145.89,2
2025/4/14 12:40:00,27.8,-0.04,24,160.96,-145.91,5
2025/4/14 12:40:03,27.88,-0.05,26,160.96,-145.96,4
2025/4/14 12:40:06,27.86,-0.11,24,161.03,-145.92,4
2025/4/14 12:40:09,27.74,-0.14,24,160.95,-145.84,4
2025/4/14 12:40:12,27.73,-0.13,22,161.01,-145.94,5
2025/4/14 12:40:15,27.76,-0.16,22,161.07,-145.96,3
2025/4/14 12:40:18,27.81,-0.1,23,161.08,-145.88,5
2025/4/14 12:40:21,27.73,-0.1,24,161.1,-145.86,4
2025/4/14 12:40:24,27.71,-0.08,23,161.19,-145.86,7
2025/4/14 12:40:27,27.75,-0.06,24,161.12,-146,5
2025/4/14 12:40:30,27.86,-0.09,22,161.11,-145.97,5
2025/4/14 12:40:33,27.69,-0.12,23,161.14,-146,5
2025/4/14 12:40:36,27.8,-0.06,23,161.06,-145.97,4
2025/4/14 12:40:39,27.72,0,24,161.13,-145.89,4
2025/4/14 12:40:42,27.74,-0.09,23,161.12,-145.95,6
2025/4/14 12:40:45,27.79,-0.1,23,161.02,-145.85,4
2025/4/14 12:40:48,27.76,-0.13,24,161.16,-146,4
2025/4/14 12:40:51,27.85,-0.1,24,160.82,-145.88,2
2025/4/14 12:40:54,27.94,-0.17,24,160.82,-146.38,3
2025/4/14 12:40:57,27.81,-0.11,23,161.44,-145.99,3
2025/4/14 12:41:00,27.78,-0.11,24,160.98,-145.95,6
2025/4/14 12:41:03,27.88,-0.12,24,160.97,-145.94,4
2025/4/14 12:41:06,27.84,-0.07,23,161.77,-146.1,4
2025/4/14 12:41:09,27.87,-0.18,25,160.76,-146.66,2
2025/4/14 12:41:12,27.84,-0.15,23,161.63,-144.87,3
2025/4/14 12:41:15,27.98,-0.15,25,160.98,-145.95,7
2025/4/14 12:41:18,27.92,-0.01,23,161.12,-145.91,5
2025/4/14 12:41:21,27.85,-0.16,23,161.03,-145.96,4
2025/4/14 12:41:24,27.65,-0.02,25,161.07,-145.95,5
2025/4/14 12:41:27,27.83,-0.04,26,160.97,-146.12,4
2025/4/14 12:41:30,27.74,0.03,24,160.94,-146.44,3
2025/4/14 12:41:33,27.88,-0.02,24,161.06,-145.88,4
2025/4/14 12:41:36,27.84,-0.13,24,161.08,-145.98,4
2025/4/14 12:41:39,27.89,-0.08,24,161.22,-145.93,3
2025/4/14 12:41:42,27.8,-0.15,25,161.14,-145.94,4
2025/4/14 12:41:45,27.82,-0.03,23,161,-145.82,6
2025/4/14 12:41:48,27.98,-0.08,23,161.24,-145.84,4
2025/4/14 12:41:51,27.78,-0.06,23,161.13,-145.85,2
2025/4/14 12:41:54,27.81,-0.16,23,161.17,-145.96,6
2025/4/14 12:41:57,27.84,-0.11,25,161.21,-145.82,2
2025/4/14 12:42:00,27.75,-0.11,23,161.13,-146,2
2025/4/14 12:42:03,27.74,-0.07,23,161.32,-146.01,5
2025/4/14 12:42:06,27.73,-0.15,25,161.28,-145.89,3
2025/4/14 12:42:09,27.89,-0.11,24,161.16,-146.03,2
2025/4/14 12:42:12,27.87,-0.11,23,161.06,-145.93,4
2025/4/14 12:42:15,27.85,-0.08,25,161.15,-145.9,4
2025/4/14 12:42:18,27.81,-0.18,24,161.14,-145.91,3
2025/4/14 12:42:21,27.82,-0.08,22,161.07,-145.99,7
2025/4/14 12:42:24,27.78,-0.06,25,161.21,-145.93,3
2025/4/14 12:42:27,27.88,-0.07,24,161.14,-145.93,3
2025/4/14 12:42:30,27.9,-0.03,24,161.22,-145.9,3
2025/4/14 12:42:33,27.75,-0.06,24,161.06,-145.87,4
2025/4/14 12:42:36,27.84,-0.16,24,161.18,-146.02,4
2025/4/14 12:42:39,27.91,-0.03,26,161.17,-145.92,5
2025/4/14 12:42:42,27.82,-0.02,24,161.12,-145.92,6
2025/4/14 12:42:45,27.8,-0.11,23,161.17,-145.96,2
2025/4/14 12:42:48,27.84,-0.05,26,161.31,-145.91,2
2025/4/14 12:42:51,27.77,-0.1,25,161.13,-145.87,2
2025/4/14 12:42:54,27.88,-0.02,23,161.28,-146,6
2025/4/14 12:42:57,27.83,-0.06,25,161.19,-145.81,4
2025/4/14 12:43:00,27.76,-0.14,24,161.26,-145.94,4
2025/4/14 12:43:03,27.79,-0.03,23,161.18,-145.95,2
2025/4/14 12:43:06,27.9,-0.05,24,161.07,-145.89,5
2025/4/14 12:43:09,27.83,-0.16,25,161.24,-146.07,3
2025/4/14 12:43:12,27.88,-0.09,23,161.2,-145.94,4
2025/4/14 12:43:15,27.84,-0.17,22,161.1,-145.82,4
2025/4/14 12:43:18,27.84,-0.08,27,161.23,-145.97,4
2025/4/14 12:43:21,27.8,-0.1,24,161.51,-145.85,4
2025/4/14 12:43:24,27.69,-0.11,22,161.22,-145.95,5
2025/4/14 12:43:27,27.8,-0.07,23,161.11,-145.97,2
2025/4/14 12:43:30,27.86,-0.01,23,161.22,-145.94,3
2025/4/14 12:43:33,27.8,-0.07,25,161.36,-145.92,4
2025/4/14 12:43:36,27.91,-0.06,23,161.26,-145.86,5
2025/4/14 12:43:39,27.83,-0.14,24,161.35,-146.07,6
2025/4/14 12:43:42,27.91,-0.13,22,161.3,-145.88,1
2025/4/14 12:43:45,27.99,-0.06,23,161.21,-145.91,1
2025/4/14 12:43:48,27.92,-0.08,22,161.24,-145.9,4
2025/4/14 12:43:51,27.83,-0.06,24,161.28,-145.9,5
2025/4/14 12:43:54,27.84,-0.04,25,161.21,-145.96,4
2025/4/14 12:43:57,27.91,-0.1,26,161.35,-145.89,5
2025/4/14 12:44:00,27.93,-0.06,23,161.14,-145.95,3
2025/4/14 12:44:03,27.86,-0.07,25,161.31,-145.97,4
2025/4/14 12:44:06,27.81,-0.08,26,161.26,-145.82,3
2025/4/14 12:44:09,27.89,-0.06,22,161.32,-145.95,4
2025/4/14 12:44:12,27.85,-0.1,24,161.35,-146.03,5
2025/4/14 12:44:15,27.91,-0.05,24,161.12,-145.94,4
2025/4/14 12:44:18,27.86,-0.07,24,161.27,-145.92,7
2025/4/14 12:44:21,27.81,-0.1,24,161.34,-145.98,4
2025/4/14 12:44:24,27.66,0.04,25,161.55,-145.42,3
